Iteration	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	simmap
0	{5,14.4435:16,0.0112989:}	{5,7.36909:}	{5,6.97434:}	{5,6.62871:}	{5,6.14416:}	{5,4.66754:}	{5,4.33847:}	{5,4.33847:}	{1,0.726152:}	{1,0.726152:}	{1,1.22833:}	{1,0.31997:}	{1,0.31997:}	{1,2.57568:}	{1,1.78523:}	{11,0.00578521:24,0.349599:}	{3,0.355384:}	{1,1.26251:}	{1,1.26251:}	{1,1.32897:}	{11,0.0196644:3,0.533585:}	{8,0.278997:24,0.156574:10,0.117678:}	{1,0.47447:}	{1,0.040216:}	{1,0.040216:}	{4,0.927348:}	{4,0.927348:}	{3,0.980084:}	{3,0.879068:}	{3,0.371403:}	{3,0.371403:}	{2,1.77598:}	{2,1.37731:8,0.249617:24,0.14905:}	{3,0.738561:}	{3,0.443955:}	{3,0.443955:}	{3,0.960318:}	{15,0.376706:4,0.504369:}	{15,0.824668:}	{4,0.274784:}	{4,0.274784:}	{4,0.290451:}	{4,0.290451:}	{4,0.072612:}	{4,0.088279:}	{4,0.461605:}	{15,0.056407:}	{15,0.079243:3,1.11022e-16:}	{3,0.102851:}	{3,0.294606:}	{3,0.324608:}	{3,0.717673:}	{24,0.004863:}	{24,0.128981:10,0.0816297:}	{3,0.507665:}	{3,0.101016:}	{3,0.060561:}	{4,0.113297:}	{15,0.0389179:3,0.91189:}	{10,0.198163:1,1.90358:}	{1,0.434254:}	{1,0.46817:}	{10,0.389391:}	{10,0.288983:1,0.0973472:}	{1,0.329007:}	{1,0.170153:}	{24,0.0739488:8,0.145758:1,0.857568:}	{1,0.225318:}	{1,0.127253:}	{1,0.790448:}	{1,0.392613:}	{1,0.908359:}	{1,0.626112:}	{1,1.12829:}	{1,1.11385:}	{1,1.12491:}	{1,0.307642:17,0.0645808:5,0.327872:}	{5,0.32907:}	{5,0.125749:}	{5,1.35086:}	{5,0.484555:}	{5,0.345627:}	{5,0.394756:}	{5,7.08573:}	{16,0:}	(((((((((((((((Dubautia_arborea:{4,0.290451:},Dubautia_linearis_subsp._hillebrandii:{4,0.290451:}):{4,0.072612:},(Dubautia_ciliolata_subsp._ciliolata:{4,0.274784:},Dubautia_ciliolata_subsp._glutinosa:{4,0.274784:}):{4,0.088279:}):{4,0.461605:},Dubautia_scabra_subsp._leiophylla:{15,0.824668:}):{15,0.056407:},Dubautia_scabra_subsp._scabra:{15,0.376706:4,0.504369:}):{15,0.079243:3,1.11022e-16:},Dubautia_linearis_subsp._linearis:{3,0.960318:}):{3,0.102851:},((Dubautia_menziesii:{3,0.443955:},Dubautia_reticulata:{3,0.443955:}):{3,0.294606:},Dubautia_platyphylla:{3,0.738561:}):{3,0.324608:}):{3,0.717673:},(Dubautia_herbstobatae:{2,1.37731:8,0.249617:24,0.14905:},Dubautia_sherffiana:{2,1.77598:}):{24,0.004863:}):{24,0.128981:10,0.0816297:},((((Argyroxiphium_grayanum_East_Maui:{3,0.371403:},Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.371403:}):{3,0.507665:},Argyroxiphium_grayanum_West_Maui:{3,0.879068:}):{3,0.101016:},Argyroxiphium_caliginis:{3,0.980084:}):{3,0.060561:},(Argyroxiphium_kauense:{4,0.927348:},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.927348:}):{4,0.113297:}):{15,0.0389179:3,0.91189:}):{10,0.198163:1,1.90358:},((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.040216:},Dubautia_knudsenii_subsp._nagatae:{1,0.040216:}):{1,0.434254:},Dubautia_knudsenii_subsp._knudsenii:{1,0.47447:}):{1,0.46817:},(Dubautia_laxa_subsp._hirsuta:{8,0.278997:24,0.156574:10,0.117678:},Dubautia_laxa_subsp._laxa:{11,0.0196644:3,0.533585:}):{10,0.389391:}):{10,0.288983:1,0.0973472:},Dubautia_pauciflorula:{1,1.32897:}):{1,0.329007:},((Dubautia_microcephala:{1,1.26251:},Dubautia_plantaginea_subsp._magnifolia:{1,1.26251:}):{1,0.170153:},(Dubautia_plantaginea_subsp._humilis:{3,0.355384:},Dubautia_plantaginea_subsp._plantaginea:{11,0.00578521:24,0.349599:}):{24,0.0739488:8,0.145758:1,0.857568:}):{1,0.225318:}):{1,0.127253:},Dubautia_imbricata:{1,1.78523:}):{1,0.790448:},Dubautia_laevigata:{1,2.57568:}):{1,0.392613:},(((Wilkesia_gymnoxiphium:{1,0.31997:},Wilkesia_hobdyi:{1,0.31997:}):{1,0.908359:},Dubautia_latifolia:{1,1.22833:}):{1,0.626112:},(Dubautia_paleata:{1,0.726152:},Dubautia_raillardioides:{1,0.726152:}):{1,1.12829:}):{1,1.11385:}):{1,1.12491:}):{1,0.307642:17,0.0645808:5,0.327872:},((Anisocarpus_madioides:{5,4.33847:},Anisocarpus_scabridus:{5,4.33847:}):{5,0.32907:},Carlquistia_muirii:{5,4.66754:}):{5,0.125749:}):{5,1.35086:},Kyhosia_bolanderi:{5,6.14416:}):{5,0.484555:},Raillardella_pringlei:{5,6.62871:}):{5,0.345627:},Adenothamnus_validus:{5,6.97434:}):{5,0.394756:},Arnica_mollis:{5,7.36909:}):{5,7.08573:},Hulsea_algida:{5,14.4435:16,0.0112989:});
10	{5,14.4527:17,0.00181324:33,0.0002381:52,5.70185e-05:}	{5,7.36909:}	{5,6.97434:}	{5,6.62871:}	{5,6.14416:}	{5,4.55831:}	{5,4.33847:}	{5,4.33847:}	{1,0.726152:}	{1,0.726152:}	{1,1.22833:}	{1,0.31997:}	{1,0.31997:}	{1,2.105:}	{1,1.78523:}	{11,0.131106:3,0.224278:}	{3,0.355384:}	{1,1.26251:}	{1,0.176832:8,0.144558:1,0.941116:}	{1,1.48338:}	{11,0.104361:2,0.448887:}	{8,0.185759:1,0.367489:}	{1,0.510728:}	{1,0.005738:}	{1,0.005738:}	{4,0.927347:}	{4,0.927347:}	{3,0.87688:}	{3,0.735467:}	{3,0.470156:}	{3,0.470156:}	{2,0.900696:}	{2,0.900696:}	{3,0.73856:}	{3,0.443954:}	{3,0.443954:}	{3,0.848929:}	{15,0.0117278:3,0.79618:}	{15,0.305993:3,0.182152:}	{4,0.210575:}	{4,0.210575:}	{4,0.29045:}	{4,0.29045:}	{4,0.072612:}	{4,0.152487:}	{4,0.125083:}	{15,0.202404:3,0.117359:}	{3,0.041021:}	{3,0.05475:}	{3,0.294606:}	{3,0.165119:}	{3,0.257676:}	{2,0.260659:}	{11,0.252378:3,0.402847:}	{3,0.265311:}	{3,0.141413:}	{3,0.226949:}	{4,0.145894:13,0.0305882:1,2.22045e-16:}	{10,0.712751:}	{10,0.151129:1,1.18504:}	{1,0.50499:}	{1,0.604773:}	{8,0.0589109:1,0.503342:}	{1,0.367876:}	{1,0.1746:}	{1,0.252668:}	{3,0.105567:10,0.495742:1,0.558481:}	{1,0.142803:}	{1,0.127253:}	{1,0.319768:}	{1,0.230604:}	{1,0.908359:}	{1,0.626112:}	{1,1.12829:}	{1,0.481161:}	{1,0.817152:}	{1,0.831031:17,0.151215:5,0.448551:}	{5,0.219834:}	{5,0.025243:}	{5,1.56061:}	{5,0.484555:}	{5,0.345627:}	{5,0.394756:}	{5,7.08573:}	{52,0:}	(((((((((((((((Dubautia_arborea:{4,0.29045:},Dubautia_linearis_subsp._hillebrandii:{4,0.29045:}):{4,0.072612:},(Dubautia_ciliolata_subsp._ciliolata:{4,0.210575:},Dubautia_ciliolata_subsp._glutinosa:{4,0.210575:}):{4,0.152487:}):{4,0.125083:},Dubautia_scabra_subsp._leiophylla:{15,0.305993:3,0.182152:}):{15,0.202404:3,0.117359:},Dubautia_scabra_subsp._scabra:{15,0.0117278:3,0.79618:}):{3,0.041021:},Dubautia_linearis_subsp._linearis:{3,0.848929:}):{3,0.05475:},((Dubautia_menziesii:{3,0.443954:},Dubautia_reticulata:{3,0.443954:}):{3,0.294606:},Dubautia_platyphylla:{3,0.73856:}):{3,0.165119:}):{3,0.257676:},(Dubautia_herbstobatae:{2,0.900696:},Dubautia_sherffiana:{2,0.900696:}):{2,0.260659:}):{11,0.252378:3,0.402847:},((((Argyroxiphium_grayanum_East_Maui:{3,0.470156:},Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.470156:}):{3,0.265311:},Argyroxiphium_grayanum_West_Maui:{3,0.735467:}):{3,0.141413:},Argyroxiphium_caliginis:{3,0.87688:}):{3,0.226949:},(Argyroxiphium_kauense:{4,0.927347:},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.927347:}):{4,0.145894:13,0.0305882:1,2.22045e-16:}):{10,0.712751:}):{10,0.151129:1,1.18504:},((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.005738:},Dubautia_knudsenii_subsp._nagatae:{1,0.005738:}):{1,0.50499:},Dubautia_knudsenii_subsp._knudsenii:{1,0.510728:}):{1,0.604773:},(Dubautia_laxa_subsp._hirsuta:{8,0.185759:1,0.367489:},Dubautia_laxa_subsp._laxa:{11,0.104361:2,0.448887:}):{8,0.0589109:1,0.503342:}):{1,0.367876:},Dubautia_pauciflorula:{1,1.48338:}):{1,0.1746:},((Dubautia_microcephala:{1,0.176832:8,0.144558:1,0.941116:},Dubautia_plantaginea_subsp._magnifolia:{1,1.26251:}):{1,0.252668:},(Dubautia_plantaginea_subsp._humilis:{3,0.355384:},Dubautia_plantaginea_subsp._plantaginea:{11,0.131106:3,0.224278:}):{3,0.105567:10,0.495742:1,0.558481:}):{1,0.142803:}):{1,0.127253:},Dubautia_imbricata:{1,1.78523:}):{1,0.319768:},Dubautia_laevigata:{1,2.105:}):{1,0.230604:},(((Wilkesia_gymnoxiphium:{1,0.31997:},Wilkesia_hobdyi:{1,0.31997:}):{1,0.908359:},Dubautia_latifolia:{1,1.22833:}):{1,0.626112:},(Dubautia_paleata:{1,0.726152:},Dubautia_raillardioides:{1,0.726152:}):{1,1.12829:}):{1,0.481161:}):{1,0.817152:}):{1,0.831031:17,0.151215:5,0.448551:},((Anisocarpus_madioides:{5,4.33847:},Anisocarpus_scabridus:{5,4.33847:}):{5,0.219834:},Carlquistia_muirii:{5,4.55831:}):{5,0.025243:}):{5,1.56061:},Kyhosia_bolanderi:{5,6.14416:}):{5,0.484555:},Raillardella_pringlei:{5,6.62871:}):{5,0.345627:},Adenothamnus_validus:{5,6.97434:}):{5,0.394756:},Arnica_mollis:{5,7.36909:}):{5,7.08573:},Hulsea_algida:{5,14.4527:17,0.00181324:33,0.0002381:52,5.70185e-05:});
20	{5,14.4548:}	{5,7.36909:}	{5,7.35739:}	{5,6.62871:}	{5,5.84326:}	{5,4.62615:}	{5,4.14866:}	{5,4.14866:}	{1,0.726152:}	{1,0.726152:}	{1,1.22833:}	{1,0.31997:}	{1,0.31997:}	{1,1.95327:}	{1,1.82036:}	{11,0.321226:3,0.034157:}	{3,0.355383:}	{1,1.29927:}	{1,1.29927:}	{1,1.31821:}	{11,0.0490994:2,0.504148:}	{8,0.553247:}	{1,0.35904:}	{1,0.004331:}	{1,0.004331:}	{4,0.976398:15,0.0273247:}	{4,0.303532:15,0.267781:4,0.432411:}	{3,1.05025:}	{3,0.967022:}	{3,0.470156:}	{3,0.470156:}	{2,0.900696:}	{2,0.813943:11,0.0867533:}	{3,0.73856:}	{3,0.683883:}	{3,0.683883:}	{3,0.893669:}	{15,0.807908:}	{15,0.523534:4,0.182382:}	{4,0.210575:}	{4,0.210575:}	{4,0.29045:}	{4,0.29045:}	{4,0.089982:}	{4,0.169857:}	{4,0.325484:}	{4,0.101992:}	{15,0.0796102:3,0.00615075:}	{3,0.01001:}	{3,0.054677:}	{3,0.165119:}	{3,0.45464:}	{11,0.162665:3,0.294958:}	{3,0.458261:}	{3,0.496866:}	{3,0.083226:}	{3,0.023322:}	{15,0.0582325:3,0.0116145:}	{3,0.74301:}	{3,0.0900995:10,0.244065:1,1.00201:}	{1,0.354709:}	{1,0.240042:}	{8,0.045835:}	{8,0.101385:1,0.617743:}	{1,0.320494:}	{1,0.314958:}	{3,0.11492:10,0.0833549:1,1.06057:}	{1,0.024475:}	{1,0.18166:}	{1,0.132905:}	{1,0.382333:}	{1,0.908359:}	{1,0.626112:}	{1,0.288003:13,0.0382623:1,0.802024:}	{1,0.481161:}	{1,0.817152:}	{1,0.923446:6,0.0259812:0,0.992199:16,0.12718:5,0.140171:}	{5,0.477491:}	{5,0.735582:}	{5,0.481529:}	{5,0.78545:}	{5,0.728675:}	{5,0.011708:}	{5,7.08471:18,0.000515414:36,0.00023954:55,0.000268859:}	{55,0:}	(((((((((((((((Dubautia_arborea:{4,0.29045:},Dubautia_linearis_subsp._hillebrandii:{4,0.29045:}):{4,0.089982:},(Dubautia_ciliolata_subsp._ciliolata:{4,0.210575:},Dubautia_ciliolata_subsp._glutinosa:{4,0.210575:}):{4,0.169857:}):{4,0.325484:},Dubautia_scabra_subsp._leiophylla:{15,0.523534:4,0.182382:}):{4,0.101992:},Dubautia_scabra_subsp._scabra:{15,0.807908:}):{15,0.0796102:3,0.00615075:},Dubautia_linearis_subsp._linearis:{3,0.893669:}):{3,0.01001:},((Dubautia_menziesii:{3,0.683883:},Dubautia_reticulata:{3,0.683883:}):{3,0.054677:},Dubautia_platyphylla:{3,0.73856:}):{3,0.165119:}):{3,0.45464:},(Dubautia_herbstobatae:{2,0.813943:11,0.0867533:},Dubautia_sherffiana:{2,0.900696:}):{11,0.162665:3,0.294958:}):{3,0.458261:},((((Argyroxiphium_grayanum_East_Maui:{3,0.470156:},Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.470156:}):{3,0.496866:},Argyroxiphium_grayanum_West_Maui:{3,0.967022:}):{3,0.083226:},Argyroxiphium_caliginis:{3,1.05025:}):{3,0.023322:},(Argyroxiphium_kauense:{4,0.303532:15,0.267781:4,0.432411:},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.976398:15,0.0273247:}):{15,0.0582325:3,0.0116145:}):{3,0.74301:}):{3,0.0900995:10,0.244065:1,1.00201:},((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.004331:},Dubautia_knudsenii_subsp._nagatae:{1,0.004331:}):{1,0.354709:},Dubautia_knudsenii_subsp._knudsenii:{1,0.35904:}):{1,0.240042:},(Dubautia_laxa_subsp._hirsuta:{8,0.553247:},Dubautia_laxa_subsp._laxa:{11,0.0490994:2,0.504148:}):{8,0.045835:}):{8,0.101385:1,0.617743:},Dubautia_pauciflorula:{1,1.31821:}):{1,0.320494:},((Dubautia_microcephala:{1,1.29927:},Dubautia_plantaginea_subsp._magnifolia:{1,1.29927:}):{1,0.314958:},(Dubautia_plantaginea_subsp._humilis:{3,0.355383:},Dubautia_plantaginea_subsp._plantaginea:{11,0.321226:3,0.034157:}):{3,0.11492:10,0.0833549:1,1.06057:}):{1,0.024475:}):{1,0.18166:},Dubautia_imbricata:{1,1.82036:}):{1,0.132905:},Dubautia_laevigata:{1,1.95327:}):{1,0.382333:},(((Wilkesia_gymnoxiphium:{1,0.31997:},Wilkesia_hobdyi:{1,0.31997:}):{1,0.908359:},Dubautia_latifolia:{1,1.22833:}):{1,0.626112:},(Dubautia_paleata:{1,0.726152:},Dubautia_raillardioides:{1,0.726152:}):{1,0.288003:13,0.0382623:1,0.802024:}):{1,0.481161:}):{1,0.817152:}):{1,0.923446:6,0.0259812:0,0.992199:16,0.12718:5,0.140171:},((Anisocarpus_madioides:{5,4.14866:},Anisocarpus_scabridus:{5,4.14866:}):{5,0.477491:},Carlquistia_muirii:{5,4.62615:}):{5,0.735582:}):{5,0.481529:},Kyhosia_bolanderi:{5,5.84326:}):{5,0.78545:},Raillardella_pringlei:{5,6.62871:}):{5,0.728675:},Adenothamnus_validus:{5,7.35739:}):{5,0.011708:},Arnica_mollis:{5,7.36909:}):{5,7.08471:18,0.000515414:36,0.00023954:55,0.000268859:},Hulsea_algida:{5,14.4548:});
30	{5,14.4548:}	{5,7.46418:}	{5,7.06378:}	{5,6.94771:}	{5,3.14218:16,1.1588:5,2.40885:}	{5,4.22256:}	{5,4.14866:}	{5,4.14866:}	{1,0.726151:}	{1,0.726151:}	{1,0.756214:}	{1,0.418552:}	{1,0.418552:}	{1,1.77839:8,0.174878:}	{1,1.72526:}	{11,0.355383:}	{3,0.355383:}	{1,1.29927:}	{1,1.29927:}	{1,1.31821:}	{11,0.0383941:2,0.0590891:8,0.0429003:1,0.947854:}	{8,0.441498:1,0.646739:}	{1,0.359039:}	{1,0.006943:}	{1,0.006943:}	{4,1.00372:}	{4,0.762517:14,0.241206:}	{3,0.648617:11,0.355331:3,0.0323764:}	{3,1.02855:}	{3,0.499031:}	{3,0.499031:}	{2,0.900696:}	{2,0.900696:}	{3,0.748716:}	{3,0.683883:}	{3,0.683883:}	{3,0.33215:9,0.379603:0,0.0558478:}	{15,0.125792:28,0.636177:}	{15,0.0600297:4,0.645886:}	{4,0.408823:}	{4,0.408823:}	{4,0.29045:}	{4,0.29045:}	{4,0.203114:}	{4,0.0280721:14,0.0566689:}	{14,0.0852298:30,0.0170036:14,0.107689:4,0.00242909:}	{4,0.056053:}	{28,0.005632:}	{28,0.192699:}	{3,0.064833:}	{3,0.211584:}	{28,0.0703845:9,0.0218733:0,0.305761:}	{2,0.457623:}	{7,0.277579:2,0.180682:}	{3,0.0672501:11,0.440408:3,0.0218585:}	{3,0.007777:}	{3,0.718386:}	{14,0.102366:30,0.0161916:11,0.632431:}	{11,0.0545791:2,0.00728993:}	{2,1.33617:}	{1,0.352096:}	{1,0.315447:13,0.00485837:1,0.594801:}	{1,0.185908:}	{1,0.044065:}	{1,0.320494:}	{1,0.319133:}	{11,0.14997:3,0.85798:10,0.177335:1,0.0777357:}	{1,0.0203:}	{1,0.086557:}	{1,0.228008:}	{8,0.382333:}	{1,0.337662:}	{1,1.475:}	{1,1.50507:}	{1,0.104386:}	{8,0.665627:2,0.151525:}	{2,0.215667:18,0.173412:5,2.11125:}	{5,0.073903:}	{5,1.43052:}	{5,1.05675:}	{5,0.23788:}	{5,0.116068:}	{5,0.400401:}	{5,6.98433:17,0.00539306:38,0.000382799:54,0.000545624:}	{54,0:}	(((((((((((((((Dubautia_arborea:{4,0.29045:},Dubautia_linearis_subsp._hillebrandii:{4,0.29045:}):{4,0.203114:},(Dubautia_ciliolata_subsp._ciliolata:{4,0.408823:},Dubautia_ciliolata_subsp._glutinosa:{4,0.408823:}):{4,0.0280721:14,0.0566689:}):{14,0.0852298:30,0.0170036:14,0.107689:4,0.00242909:},Dubautia_scabra_subsp._leiophylla:{15,0.0600297:4,0.645886:}):{4,0.056053:},Dubautia_scabra_subsp._scabra:{15,0.125792:28,0.636177:}):{28,0.005632:},Dubautia_linearis_subsp._linearis:{3,0.33215:9,0.379603:0,0.0558478:}):{28,0.192699:},((Dubautia_menziesii:{3,0.683883:},Dubautia_reticulata:{3,0.683883:}):{3,0.064833:},Dubautia_platyphylla:{3,0.748716:}):{3,0.211584:}):{28,0.0703845:9,0.0218733:0,0.305761:},(Dubautia_herbstobatae:{2,0.900696:},Dubautia_sherffiana:{2,0.900696:}):{2,0.457623:}):{7,0.277579:2,0.180682:},((((Argyroxiphium_grayanum_East_Maui:{3,0.499031:},Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.499031:}):{3,0.0672501:11,0.440408:3,0.0218585:},Argyroxiphium_grayanum_West_Maui:{3,1.02855:}):{3,0.007777:},Argyroxiphium_caliginis:{3,0.648617:11,0.355331:3,0.0323764:}):{3,0.718386:},(Argyroxiphium_kauense:{4,0.762517:14,0.241206:},Argyroxiphium_sandwicense_subsp._sandwicense:{4,1.00372:}):{14,0.102366:30,0.0161916:11,0.632431:}):{11,0.0545791:2,0.00728993:}):{2,1.33617:},((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.006943:},Dubautia_knudsenii_subsp._nagatae:{1,0.006943:}):{1,0.352096:},Dubautia_knudsenii_subsp._knudsenii:{1,0.359039:}):{1,0.315447:13,0.00485837:1,0.594801:},(Dubautia_laxa_subsp._hirsuta:{8,0.441498:1,0.646739:},Dubautia_laxa_subsp._laxa:{11,0.0383941:2,0.0590891:8,0.0429003:1,0.947854:}):{1,0.185908:}):{1,0.044065:},Dubautia_pauciflorula:{1,1.31821:}):{1,0.320494:},((Dubautia_microcephala:{1,1.29927:},Dubautia_plantaginea_subsp._magnifolia:{1,1.29927:}):{1,0.319133:},(Dubautia_plantaginea_subsp._humilis:{3,0.355383:},Dubautia_plantaginea_subsp._plantaginea:{11,0.355383:}):{11,0.14997:3,0.85798:10,0.177335:1,0.0777357:}):{1,0.0203:}):{1,0.086557:},Dubautia_imbricata:{1,1.72526:}):{1,0.228008:},Dubautia_laevigata:{1,1.77839:8,0.174878:}):{8,0.382333:},(((Wilkesia_gymnoxiphium:{1,0.418552:},Wilkesia_hobdyi:{1,0.418552:}):{1,0.337662:},Dubautia_latifolia:{1,0.756214:}):{1,1.475:},(Dubautia_paleata:{1,0.726151:},Dubautia_raillardioides:{1,0.726151:}):{1,1.50507:}):{1,0.104386:}):{8,0.665627:2,0.151525:}):{2,0.215667:18,0.173412:5,2.11125:},((Anisocarpus_madioides:{5,4.14866:},Anisocarpus_scabridus:{5,4.14866:}):{5,0.073903:},Carlquistia_muirii:{5,4.22256:}):{5,1.43052:}):{5,1.05675:},Kyhosia_bolanderi:{5,3.14218:16,1.1588:5,2.40885:}):{5,0.23788:},Raillardella_pringlei:{5,6.94771:}):{5,0.116068:},Adenothamnus_validus:{5,7.06378:}):{5,0.400401:},Arnica_mollis:{5,7.46418:}):{5,6.98433:17,0.00539306:38,0.000382799:54,0.000545624:},Hulsea_algida:{5,14.4548:});
40	{5,14.4548:}	{5,7.46418:}	{5,7.15999:}	{5,6.80151:}	{5,5.82172:}	{5,4.22256:}	{5,4.14866:}	{5,4.14866:}	{1,0.726151:}	{1,0.726151:}	{1,0.756214:}	{1,0.386869:}	{1,0.386869:}	{1,1.95327:}	{1,0.431551:6,0.523436:1,0.770274:}	{11,0.355383:}	{3,0.355383:}	{1,1.41346:}	{1,1.41346:}	{1,1.31821:}	{11,0.305891:2,0.233842:8,0.155895:1,0.482532:}	{8,0.639964:1,0.538196:}	{1,0.359039:}	{1,0.006943:}	{1,0.006943:}	{4,0.131513:15,0.87221:}	{4,1.00372:}	{3,0.0156982:9,0.137321:3,0.883306:}	{3,1.02855:}	{3,0.393154:}	{3,0.393154:}	{2,0.448323:7,0.393379:2,0.267201:}	{2,0.0883512:8,0.84613:21,0.174422:}	{3,0.65553:}	{3,0.644501:}	{3,0.644501:}	{3,0.767601:}	{15,0.0226367:3,0.69023:}	{15,0.705917:}	{4,0.408824:}	{4,0.408824:}	{4,0.436396:}	{4,0.436396:}	{4,0.057169:}	{4,0.084741:}	{4,0.212352:}	{15,0.00695:}	{15,0.0324058:3,0.0223282:}	{3,0.074661:}	{3,0.011029:}	{3,0.186732:}	{3,0.516057:}	{21,0.160204:6,0.0892119:}	{22,0.100427:10,0.357834:}	{3,0.635394:}	{3,0.007777:}	{3,0.619661:}	{15,0.0959835:3,0.556279:}	{3,0.160594:}	{10,0.155563:1,1.18061:}	{1,0.352096:}	{1,0.915106:}	{1,0.095985:}	{1,0.044065:}	{1,0.376975:}	{1,0.201897:}	{11,0.19449:24,0.234046:8,0.0371501:1,0.794286:}	{1,0.07983:}	{1,0.030076:}	{1,0.228008:}	{1,0.10648:8,0.275853:}	{1,0.369345:}	{1,0.818982:}	{1,0.849045:}	{1,0.760406:}	{8,0.128643:1,0.688509:}	{1,0.922562:17,0.577918:5,0.999845:}	{5,0.073903:}	{5,1.43052:}	{5,0.168643:}	{5,0.979788:}	{5,0.358476:}	{5,0.304195:}	{5,6.9409:16,0.0488744:31,0.000873072:}	{31,0:}	(((((((((((((((Dubautia_arborea:{4,0.436396:},Dubautia_linearis_subsp._hillebrandii:{4,0.436396:}):{4,0.057169:},(Dubautia_ciliolata_subsp._ciliolata:{4,0.408824:},Dubautia_ciliolata_subsp._glutinosa:{4,0.408824:}):{4,0.084741:}):{4,0.212352:},Dubautia_scabra_subsp._leiophylla:{15,0.705917:}):{15,0.00695:},Dubautia_scabra_subsp._scabra:{15,0.0226367:3,0.69023:}):{15,0.0324058:3,0.0223282:},Dubautia_linearis_subsp._linearis:{3,0.767601:}):{3,0.074661:},((Dubautia_menziesii:{3,0.644501:},Dubautia_reticulata:{3,0.644501:}):{3,0.011029:},Dubautia_platyphylla:{3,0.65553:}):{3,0.186732:}):{3,0.516057:},(Dubautia_herbstobatae:{2,0.0883512:8,0.84613:21,0.174422:},Dubautia_sherffiana:{2,0.448323:7,0.393379:2,0.267201:}):{21,0.160204:6,0.0892119:}):{22,0.100427:10,0.357834:},((((Argyroxiphium_grayanum_East_Maui:{3,0.393154:},Argyroxiphium_sandwicense_subsp._macrocephalum:{3,0.393154:}):{3,0.635394:},Argyroxiphium_grayanum_West_Maui:{3,1.02855:}):{3,0.007777:},Argyroxiphium_caliginis:{3,0.0156982:9,0.137321:3,0.883306:}):{3,0.619661:},(Argyroxiphium_kauense:{4,1.00372:},Argyroxiphium_sandwicense_subsp._sandwicense:{4,0.131513:15,0.87221:}):{15,0.0959835:3,0.556279:}):{3,0.160594:}):{10,0.155563:1,1.18061:},((((((((Dubautia_knudsenii_subsp._filiformis:{1,0.006943:},Dubautia_knudsenii_subsp._nagatae:{1,0.006943:}):{1,0.352096:},Dubautia_knudsenii_subsp._knudsenii:{1,0.359039:}):{1,0.915106:},(Dubautia_laxa_subsp._hirsuta:{8,0.639964:1,0.538196:},Dubautia_laxa_subsp._laxa:{11,0.305891:2,0.233842:8,0.155895:1,0.482532:}):{1,0.095985:}):{1,0.044065:},Dubautia_pauciflorula:{1,1.31821:}):{1,0.376975:},((Dubautia_microcephala:{1,1.41346:},Dubautia_plantaginea_subsp._magnifolia:{1,1.41346:}):{1,0.201897:},(Dubautia_plantaginea_subsp._humilis:{3,0.355383:},Dubautia_plantaginea_subsp._plantaginea:{11,0.355383:}):{11,0.19449:24,0.234046:8,0.0371501:1,0.794286:}):{1,0.07983:}):{1,0.030076:},Dubautia_imbricata:{1,0.431551:6,0.523436:1,0.770274:}):{1,0.228008:},Dubautia_laevigata:{1,1.95327:}):{1,0.10648:8,0.275853:},(((Wilkesia_gymnoxiphium:{1,0.386869:},Wilkesia_hobdyi:{1,0.386869:}):{1,0.369345:},Dubautia_latifolia:{1,0.756214:}):{1,0.818982:},(Dubautia_paleata:{1,0.726151:},Dubautia_raillardioides:{1,0.726151:}):{1,0.849045:}):{1,0.760406:}):{8,0.128643:1,0.688509:}):{1,0.922562:17,0.577918:5,0.999845:},((Anisocarpus_madioides:{5,4.14866:},Anisocarpus_scabridus:{5,4.14866:}):{5,0.073903:},Carlquistia_muirii:{5,4.22256:}):{5,1.43052:}):{5,0.168643:},Kyhosia_bolanderi:{5,5.82172:}):{5,0.979788:},Raillardella_pringlei:{5,6.80151:}):{5,0.358476:},Adenothamnus_validus:{5,7.15999:}):{5,0.304195:},Arnica_mollis:{5,7.46418:}):{5,6.9409:16,0.0488744:31,0.000873072:},Hulsea_algida:{5,14.4548:});
