Iteration	Posterior	Likelihood	Prior	alpha	kappa	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	mu_mol[1]	mu_mol[2]	mu_mol[3]	mu_mol[4]	mu_mol[5]	mu_mol[6]	mu_mol[7]	mu_mol[8]	mu_mol[9]	mu_mol[10]	mu_mol[11]	mu_mol[12]	mu_mol[13]	mu_mol[14]	mu_mol[15]	mu_mol[16]	mu_mol[17]	mu_mol[18]	mu_mol[19]	mu_mol[20]	mu_mol[21]	mu_mol[22]	mu_mol[23]	mu_mol[24]	mu_mol[25]	mu_mol[26]	mu_mol[27]	mu_mol[28]	mu_mol[29]	mu_mol[30]	mu_mol[31]	mu_mol[32]	mu_mol[33]	mu_mol[34]	mu_mol[35]	mu_mol[36]	mu_mol[37]	mu_mol[38]	mu_mol[39]	mu_mol[40]	mu_mol[41]	mu_mol[42]	mu_mol[43]	mu_mol[44]	mu_mol[45]	mu_mol[46]	mu_mol[47]	mu_mol[48]	mu_mol[49]	mu_mol[50]	mu_mol[51]	mu_mol[52]	mu_mol[53]	mu_mol[54]	mu_mol[55]	mu_mol[56]	mu_mol[57]	mu_mol[58]	mu_mol[59]	mu_mol[60]	mu_mol[61]	mu_mol[62]	mu_mol[63]	mu_mol[64]	mu_mol[65]	mu_mol[66]	mu_mol[67]	mu_mol[68]	mu_mol[69]	mu_mol[70]	mu_mol[71]	mu_mol[72]	mu_mol[73]	mu_mol[74]	mu_mol[75]	mu_mol[76]	mu_mol[77]	mu_mol[78]	mu_mol[79]	mu_mol[80]	mu_mol[81]	mu_mol[82]	mu_mol[83]	mu_mol[84]	mu_mol_base	mu_mol_branch_rel[1]	mu_mol_branch_rel[2]	mu_mol_branch_rel[3]	mu_mol_branch_rel[4]	mu_mol_branch_rel[5]	mu_mol_branch_rel[6]	mu_mol_branch_rel[7]	mu_mol_branch_rel[8]	mu_mol_branch_rel[9]	mu_mol_branch_rel[10]	mu_mol_branch_rel[11]	mu_mol_branch_rel[12]	mu_mol_branch_rel[13]	mu_mol_branch_rel[14]	mu_mol_branch_rel[15]	mu_mol_branch_rel[16]	mu_mol_branch_rel[17]	mu_mol_branch_rel[18]	mu_mol_branch_rel[19]	mu_mol_branch_rel[20]	mu_mol_branch_rel[21]	mu_mol_branch_rel[22]	mu_mol_branch_rel[23]	mu_mol_branch_rel[24]	mu_mol_branch_rel[25]	mu_mol_branch_rel[26]	mu_mol_branch_rel[27]	mu_mol_branch_rel[28]	mu_mol_branch_rel[29]	mu_mol_branch_rel[30]	mu_mol_branch_rel[31]	mu_mol_branch_rel[32]	mu_mol_branch_rel[33]	mu_mol_branch_rel[34]	mu_mol_branch_rel[35]	mu_mol_branch_rel[36]	mu_mol_branch_rel[37]	mu_mol_branch_rel[38]	mu_mol_branch_rel[39]	mu_mol_branch_rel[40]	mu_mol_branch_rel[41]	mu_mol_branch_rel[42]	mu_mol_branch_rel[43]	mu_mol_branch_rel[44]	mu_mol_branch_rel[45]	mu_mol_branch_rel[46]	mu_mol_branch_rel[47]	mu_mol_branch_rel[48]	mu_mol_branch_rel[49]	mu_mol_branch_rel[50]	mu_mol_branch_rel[51]	mu_mol_branch_rel[52]	mu_mol_branch_rel[53]	mu_mol_branch_rel[54]	mu_mol_branch_rel[55]	mu_mol_branch_rel[56]	mu_mol_branch_rel[57]	mu_mol_branch_rel[58]	mu_mol_branch_rel[59]	mu_mol_branch_rel[60]	mu_mol_branch_rel[61]	mu_mol_branch_rel[62]	mu_mol_branch_rel[63]	mu_mol_branch_rel[64]	mu_mol_branch_rel[65]	mu_mol_branch_rel[66]	mu_mol_branch_rel[67]	mu_mol_branch_rel[68]	mu_mol_branch_rel[69]	mu_mol_branch_rel[70]	mu_mol_branch_rel[71]	mu_mol_branch_rel[72]	mu_mol_branch_rel[73]	mu_mol_branch_rel[74]	mu_mol_branch_rel[75]	mu_mol_branch_rel[76]	mu_mol_branch_rel[77]	mu_mol_branch_rel[78]	mu_mol_branch_rel[79]	mu_mol_branch_rel[80]	mu_mol_branch_rel[81]	mu_mol_branch_rel[82]	mu_mol_branch_rel[83]	mu_mol_branch_rel[84]	phi_b[1]	phi_d[1]	phi_e[1]	phi_w[1]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_d[1]	sigma_e[1]	sigma_w[1]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
0	-1751.64	0	-1751.64	0.1788992	3.663246	5.4172	5.46893	5.48305	5.6808	6.6697	5.72418	5.31077	5.50753	5.50753	5.91665	0	5.35782	5.4172	5.46893	5.48305	0	0	5.72418	5.4172	5.46893	0	0	0	5.72418	5.47725	0	0	0	0	5.4172	0.000354246	0.00216684	0.000105791	0.000362052	0.00211435	0.00125895	0.00213129	0.00215521	0.00345525	0.00638782	0.00377133	0.00269906	0.00402805	0.0015687	0.00190757	0.00592813	0.00425428	0.00720065	0.00829161	0.00612191	0.00497957	0.0103867	0.00527496	0.00189887	0.00816434	0.00503432	0.00845787	0.00402533	0.0033811	0.00228844	0.00401322	0.0027072	0.00233857	0.000363418	0.00737283	0.00387199	0.0061934	0.00712018	0.00439266	0.00369631	0.00837637	0.0184197	0.00244987	0.00607765	0.00186927	0.00628997	0.00067967	0.00229338	0.00280127	0.00704306	0.00121519	0.000837937	0.003361	0.000722618	0.00395014	0.00381248	0.00476418	0.00202963	8.03682e-05	0.00108685	0.00134879	0.00231865	0.00097965	0.00400204	0.00405816	0.000708128	0.000824014	0.00537443	0.00122159	0.0015029	0.00324194	0.000316885	0.00249195	0.00418296	0.000405445	0.00150998	0.00215809	0.00106532	0.00928894	0.000366687	0.00619769	0.00576014	0.00416191	0.000417963	0.3042892	0.00116417	0.00712097	0.000347667	0.00118983	0.0069485	0.00413733	0.00700417	0.00708277	0.0113552	0.0209926	0.0123939	0.00887005	0.0132376	0.00515529	0.00626893	0.0194819	0.013981	0.0236638	0.0272491	0.0201187	0.0163646	0.0341342	0.0173353	0.00624036	0.0268309	0.0165445	0.0277955	0.0132286	0.0111115	0.0075206	0.0131889	0.00889681	0.00768536	0.00119432	0.0242297	0.0127247	0.0203537	0.0233994	0.0144358	0.0121474	0.0275276	0.0605336	0.00805113	0.0199733	0.00614306	0.020671	0.00223363	0.00753683	0.00920596	0.0231459	0.00399352	0.00275375	0.0110454	0.00237477	0.0129815	0.0125291	0.0156567	0.00667008	0.000264118	0.00357175	0.00443259	0.00761988	0.00321947	0.0131521	0.0133365	0.00232715	0.00270799	0.0176622	0.00401456	0.00493903	0.0106542	0.00104139	0.00818943	0.0137467	0.00133243	0.00496233	0.00709225	0.003501	0.0305267	0.00120506	0.0203678	0.0189298	0.0136775	0.00137357	0.374248	-1.0985	-1.98954	1.58462	0.299377	0.314959	0.0762775	0.309386	0.2060451	0.03235962	0.05715952	0.4679411	16.3016	-0.637324	-0.772095	1.14202	1.7335	4.83575e-05	0.0225129	0.40662	3.57082
10	-1748.808	0	-1748.808	0.1715054	2.685989	8.66062	8.64209	8.63707	8.56836	8.26393	8.55368	8.69945	8.6284	8.6284	8.49015	0	8.68217	8.66062	8.64209	8.63707	0	0	8.55368	8.66062	8.64209	0	0	0	8.55368	8.63913	0	0	0	0	8.66062	0.00022981	0.00103459	0.000587221	0.000351995	0.00301534	0.00224875	0.00131742	0.00112155	0.00371701	0.00083207	0.0024602	0.00600035	0.00167803	0.00130952	0.00313661	0.00272309	0.00409823	0.00480598	0.0056248	0.00072864	0.00559771	0.00130305	0.00246965	0.00685424	0.000937632	0.00375951	0.00224089	0.00223349	0.00971375	0.00298381	0.00159866	0.0057671	0.000762851	0.00173969	0.00325856	0.00381211	0.00335968	0.00813185	0.0037111	0.00974798	0.00225858	0.0128728	0.00356983	0.00350132	0.00337308	0.00877369	0.00174124	0.00245145	0.000382296	0.000530367	0.00148352	0.00309602	0.00409637	0.000701524	0.00271059	0.00588634	0.00244739	0.00415841	0.000909335	0.000836985	0.00135447	0.00109981	0.00237107	0.0018711	0.00218009	0.000818698	0.00109931	0.00293632	0.00172911	0.00016673	0.0019274	0.00105281	0.000461683	0.0017047	0.0025044	0.00280147	0.000524306	0.00142814	0.000466296	0.000738821	0.00138926	0.00129279	0.00114477	0.000661102	0.2265103	0.00101457	0.00456751	0.00259247	0.00155399	0.0133122	0.00992782	0.00581616	0.00495142	0.0164099	0.00367343	0.0108613	0.0264904	0.00740818	0.0057813	0.0138475	0.0120219	0.0180929	0.0212175	0.0248324	0.00321681	0.0247128	0.00575274	0.010903	0.0302602	0.00413947	0.0165975	0.00989312	0.00986042	0.0428844	0.013173	0.00705778	0.0254606	0.00336784	0.00768041	0.0143859	0.0168297	0.0148323	0.0359006	0.0163838	0.0430355	0.00997121	0.0568308	0.0157601	0.0154577	0.0148915	0.0387342	0.00768725	0.0108227	0.00168777	0.00234147	0.00654946	0.0136684	0.0180847	0.0030971	0.0119667	0.0259871	0.0108048	0.0183586	0.00401454	0.00369513	0.00597973	0.00485545	0.0104678	0.00826056	0.00962468	0.00361439	0.00485324	0.0129633	0.00763371	0.00073608	0.00850913	0.00464796	0.00203824	0.00752595	0.0110565	0.0123679	0.00231471	0.00630498	0.00205861	0.00326176	0.00613334	0.00570741	0.00505392	0.00291864	0.202639	-1.97576	-1.50881	-0.357201	0.290201	0.335955	0.0739396	0.299904	0.5152755	0.05870685	0.1553808	0.4041077	22.87295	0.844793	-1.32175	-0.0423283	2.14889	3.0915e-05	0.0187459	0.38142	3.5998
20	-1743.031	0	-1743.031	0.2328485	2.505083	0.324757	0.325072	0.325158	0.326337	0.33173	0.32659	0.324099	0.325306	0.325306	0.327695	0	0.324391	0.324757	0.325072	0.325158	0	0	0.32659	0.324757	0.325072	0	0	0	0.32659	0.325123	0	0	0	0	0.324757	0.00021118	0.000685869	0.000187451	0.000862131	0.00286749	0.00119615	0.00183396	0.00155743	0.00858125	0.00352151	0.00504377	0.00226077	0.00128848	0.00133415	0.0030413	0.00251673	0.00221057	0.00444624	0.00463333	0.00248637	0.00766895	0.00193338	0.00375726	0.00283442	0.00225731	0.00541746	0.00425091	0.00467745	0.00542715	0.000222971	0.0017063	0.00308628	0.000742426	0.000962416	0.00580982	0.00373399	0.00595101	0.00480238	0.00837391	0.0105624	0.00426469	0.0191453	0.000826743	0.00162807	0.00158447	0.00320083	0.000673688	0.0016198	0.00222355	0.00208606	0.00147944	0.00141999	0.00302075	0.00290633	0.000830945	0.00403044	0.000366994	0.00170153	0.000796759	0.000348972	0.00175571	0.00214482	0.00105306	0.00199816	0.00113828	0.00477751	0.00334147	0.000484294	0.00116442	0.00153058	0.00362812	0.000852608	0.00285164	0.00248667	0.000472649	0.00139645	0.000484267	0.000551074	0.000549955	0.000767406	0.00128352	0.000436104	0.00183657	0.000871325	0.2269563	0.000930487	0.00302203	0.000825934	0.00379866	0.0126345	0.0052704	0.00808066	0.00686225	0.0378101	0.0155162	0.0222235	0.00996127	0.00567723	0.00587842	0.0134004	0.0110891	0.00974008	0.0195907	0.0204151	0.0109553	0.0337904	0.00851874	0.016555	0.0124888	0.00994602	0.02387	0.0187301	0.0206095	0.0239127	0.000982441	0.00751818	0.0135986	0.00327123	0.00424053	0.0255988	0.0164525	0.0262209	0.0211599	0.0368966	0.0465394	0.0187908	0.0843568	0.00364274	0.00717351	0.0069814	0.0141033	0.00296836	0.00713703	0.00979725	0.00919144	0.00651863	0.00625666	0.0133098	0.0128057	0.00366126	0.0177587	0.00161702	0.00749716	0.00351063	0.00153762	0.00773589	0.00945038	0.00463991	0.00880416	0.0050154	0.0210504	0.014723	0.00213386	0.00513061	0.00674393	0.015986	0.0037567	0.0125647	0.0109566	0.00208256	0.00615296	0.00213375	0.0024281	0.00242317	0.00338129	0.00565534	0.00192153	0.00809215	0.00383917	0.202639	-1.67113	0.618026	0.161843	0.28366	0.335828	0.0819324	0.298579	0.09882802	0.01809923	0.571484	0.5712942	5.071656	-1.08913	-1.16979	-0.558213	-1.12019	0.000521212	0.0588233	0.564849	3.37581
30	-1738.29	0	-1738.29	0.1302078	3.16279	0.747272	0.748171	0.748415	0.751775	0.767186	0.752498	0.7454	0.748836	0.748836	0.755652	0	0.746231	0.747272	0.748171	0.748415	0	0	0.752498	0.747272	0.748171	0	0	0	0.752498	0.748315	0	0	0	0	0.747272	0.000272286	0.00110285	0.000165205	0.000583113	0.00312952	0.00307722	0.00126851	0.00219074	0.00486978	0.00230451	0.00430925	0.00291073	0.00342786	0.00212127	0.00293883	0.00150822	0.00906973	0.00500383	0.00815308	0.0025772	0.00473114	0.0021892	0.00696676	0.00142204	0.00141672	0.0104268	0.00424645	0.00543382	0.00675527	0.0024165	0.00182418	0.00715483	0.00374256	0.00156595	0.00439707	0.00377731	0.00696417	0.0057711	0.00434776	0.00454084	0.00809844	0.0134497	0.00166461	0.0010936	0.00771614	0.00349315	0.000803271	0.00146279	0.00358324	0.00209952	0.00419417	0.0023924	0.00131308	0.00612911	0.0016423	0.00430108	0.00155055	0.000631053	0.00620521	0.000776408	0.000515856	0.00269233	0.00216813	0.00307931	0.00213107	0.00327574	0.00166431	0.00150695	0.0020016	0.00217495	0.00246374	0.00326474	0.00102517	0.000647768	0.00544758	0.00145115	0.000939223	0.0106167	0.000247706	0.000806986	0.00576868	0.00359446	0.00386047	0.00040937	0.285428	0.000953958	0.00386386	0.000578798	0.00204294	0.0109643	0.0107811	0.00444423	0.00767527	0.0170613	0.00807389	0.0150975	0.0101978	0.0120095	0.00743189	0.0102962	0.00528407	0.0317759	0.017531	0.0285644	0.00902923	0.0165756	0.00766989	0.0244081	0.00498215	0.00496349	0.0365305	0.0148775	0.0190374	0.0236671	0.00846625	0.00639102	0.025067	0.0131121	0.00548633	0.0154052	0.0132338	0.024399	0.0202191	0.0152324	0.0159089	0.028373	0.047121	0.00583197	0.00383144	0.0270336	0.0122383	0.00281427	0.0051249	0.0125539	0.00735568	0.0146943	0.00838181	0.00460039	0.0214734	0.00575383	0.0150689	0.00543235	0.0022109	0.02174	0.00272015	0.00180731	0.00943261	0.00759606	0.0107884	0.00746624	0.0114766	0.00583094	0.00527961	0.00701264	0.00761995	0.00863174	0.011438	0.0035917	0.00226946	0.0190857	0.00508414	0.00329058	0.0371958	0.00086784	0.00282728	0.0202106	0.0125932	0.0135252	0.00143423	-0.0314526	-1.00875	-1.93638	0.200363	0.318349	0.292884	0.08371	0.305057	0.1345618	0.09581757	0.1692844	0.5094103	19.6456	0.30035	-0.81896	0.413184	-0.285772	9.6257e-07	0.00444495	0.228075	3.76748
40	-1742.289	0	-1742.289	0.1371719	3.254233	0.717366	0.715127	0.71452	0.706239	0.669915	0.704474	0.722065	0.713474	0.713474	0.69685	0	0.719973	0.717366	0.715127	0.71452	0	0	0.704474	0.717366	0.715127	0	0	0	0.704474	0.714769	0	0	0	0	0.717366	0.00028719	0.00108095	0.00034814	0.000739887	0.00133803	0.00201704	0.00363447	0.00109797	0.00707059	0.00250082	0.00581957	0.0030389	0.00372929	0.00225751	0.00176061	0.0016732	0.00376574	0.00304712	0.00740418	0.00521338	0.00438663	0.00323631	0.00751842	0.00414075	0.0049063	0.00753025	0.0046371	0.00281631	0.00474374	0.00154006	0.00146811	0.0116476	0.00148174	0.000767384	0.0044531	0.00439454	0.00649576	0.0148514	0.00533445	0.00341042	0.00109203	0.0149854	0.00347463	0.000636022	0.00394783	0.00244696	0.000417921	0.00253592	0.00574963	0.000432546	0.000934769	0.000162227	0.00769986	0.00255701	0.00253351	0.00408065	0.00318776	0.00115383	0.00332619	0.00315265	0.00245123	0.00330952	0.00701946	0.00053393	0.00359271	0.0012499	0.00663953	0.0052791	0.00249432	0.00143868	0.00133625	0.00231389	0.000478977	0.00290977	0.00111834	0.000573621	0.00188471	0.00182899	0.00233217	0.00047931	0.00149701	0.00268365	0.00183406	0.000673171	0.2780446	0.00103289	0.00388768	0.0012521	0.00266104	0.00481228	0.00725439	0.0130715	0.00394889	0.0254297	0.0089943	0.0209303	0.0109295	0.0134126	0.00811923	0.00633213	0.00601775	0.0135436	0.0109591	0.0266295	0.0187502	0.0157767	0.0116395	0.0270404	0.0148924	0.0176457	0.0270829	0.0166775	0.010129	0.0170611	0.00553889	0.00528011	0.0418913	0.00532914	0.00275993	0.0160158	0.0158052	0.0233623	0.0534136	0.0191856	0.0122657	0.00392753	0.0538957	0.0124967	0.00228748	0.0141985	0.00880061	0.00150307	0.00912057	0.0206788	0.00155567	0.00336194	0.000583457	0.0276929	0.00919641	0.00911188	0.0146763	0.0114649	0.0041498	0.0119628	0.0113387	0.00881595	0.0119028	0.0252458	0.0019203	0.0129214	0.00449531	0.0238794	0.0189865	0.00897093	0.00517427	0.00480589	0.008322	0.00172266	0.0104651	0.00402214	0.00206305	0.00677843	0.00657805	0.00838776	0.00172386	0.00538407	0.00965187	0.0065963	0.00242109	0.61725	-1.56629	-0.765585	-0.521383	0.265823	0.344472	0.0615552	0.32815	0.05088198	0.04761114	0.2102674	0.4809281	13.87587	-0.486443	-0.860316	-0.0117901	-0.34662	2.00934e-06	0.00604663	0.254969	3.73898
50	-1746.112	0	-1746.112	0.03614192	2.03468	2.02479	2.03361	2.03602	2.0693	2.227	2.07652	2.00649	2.04017	2.04017	2.10818	0	2.0146	2.02479	2.03361	2.03602	0	0	2.07652	2.02479	2.03361	0	0	0	2.07652	2.03503	0	0	0	0	2.02479	0.0006538	0.00077919	0.000320036	0.00027133	0.00109386	0.00163981	0.00150524	0.0038638	0.00387926	0.00109889	0.0031494	0.00610535	0.00128791	0.00194476	0.00464176	0.00276657	0.00605964	0.00593165	0.00445667	0.00169253	0.00425917	0.000620507	0.00507208	0.00116423	0.00231159	0.00895823	0.00326315	0.00362691	0.00719423	0.00282106	0.00519514	0.00311915	0.00122266	0.00143611	0.00701978	0.0069787	0.0071212	0.00582209	0.00693681	0.00213346	0.00801249	0.0115768	0.00306478	0.00160702	0.00331167	0.00480969	0.00177165	0.00471072	0.00245558	0.00156497	0.000611004	0.00332841	0.00137981	0.00275766	0.00137195	0.000922952	0.00779902	0.00150825	0.00162055	0.00129749	0.00357286	0.000605219	0.00228613	0.00254319	0.000326454	0.000716555	0.004279	0.00167943	0.00376615	0.00709422	0.00181409	0.00309801	0.000577752	0.000940342	0.00498722	0.000164218	0.00088866	0.00117642	0.00241908	0.00243586	0.00149234	0.000635568	0.00103335	0.000258274	0.2536906	0.00257716	0.00307142	0.00126152	0.00106953	0.00431177	0.00646382	0.00593335	0.0152304	0.0152913	0.00433162	0.0124143	0.0240661	0.00507669	0.00766587	0.0182969	0.0109053	0.0238859	0.0233814	0.0175673	0.00667162	0.0167888	0.00244592	0.0199932	0.00458917	0.00911186	0.0353116	0.0128627	0.0142966	0.0283583	0.0111201	0.0204782	0.0122951	0.00481948	0.00566086	0.0276707	0.0275087	0.0280704	0.0229496	0.0273436	0.0084097	0.0315837	0.0456334	0.0120808	0.00633456	0.013054	0.0189589	0.00698351	0.0185687	0.00967945	0.0061688	0.00240846	0.01312	0.00543895	0.0108702	0.00540798	0.0036381	0.0307423	0.00594524	0.00638789	0.00511447	0.0140835	0.00238566	0.0090115	0.0100248	0.00128682	0.00282452	0.016867	0.00662001	0.0148454	0.0279641	0.00715081	0.0122118	0.00227739	0.00370665	0.0196587	0.000647316	0.00350293	0.00463723	0.00953555	0.00960172	0.00588251	0.00250529	0.00407327	0.00101807	1.49539	-2.16313	1.3	0.725212	0.280385	0.297591	0.0758995	0.346125	0.4494053	0.09292078	0.4862793	0.500213	19.97404	0.164267	-1.66386	-0.276786	0.725567	1.63368e-23	2.59713e-10	0.000357077	3.99964
60	-1741.494	0	-1741.494	0.1708262	3.688002	1.49121	1.50106	1.50374	1.54109	1.72224	1.54923	1.47086	1.50838	1.50838	1.58512	0	1.47987	1.49121	1.50106	1.50374	0	0	1.54923	1.49121	1.50106	0	0	0	1.54923	1.50264	0	0	0	0	1.49121	0.000564705	0.000573624	0.000220781	0.000302964	0.00283456	0.00190571	0.00409359	0.00190949	0.00956001	0.00208854	0.00612563	0.00342752	0.0078465	0.0024611	0.00371183	0.00271593	0.00671851	0.00384316	0.00703956	0.00467327	0.0074309	0.00296264	0.00410272	0.0119592	0.00828886	0.00319718	0.00242031	0.00296515	0.00699014	0.00241871	0.0025988	0.00143285	0.00038039	0.00198453	0.00579131	0.00378338	0.0108719	0.0110159	0.00349767	0.00779554	0.00385615	0.0114868	0.00257546	0.00543941	0.000858373	0.00261171	0.00518968	0.00247228	0.0015506	0.00113711	0.0019747	0.00207479	0.000499679	0.00256687	0.000956879	0.00120077	0.000599877	0.00208129	0.00519191	0.000886538	0.00644515	0.00274311	0.00530735	0.00407119	0.00270889	0.00129944	0.00161053	0.00266428	0.00364312	0.000412397	0.0032901	0.00219067	0.00192095	0.0057897	0.000978974	0.000596575	0.0028486	0.00313008	0.00278994	0.00195923	0.00479854	0.00356175	0.00422441	0.00156593	0.3002668	0.00188068	0.00191038	0.000735284	0.00100898	0.00944014	0.00634673	0.0136332	0.00635931	0.0318384	0.00695563	0.0204006	0.0114149	0.0261318	0.00819639	0.0123618	0.00904505	0.0223751	0.0127992	0.0234444	0.0155637	0.0247477	0.00986669	0.0136636	0.0398284	0.027605	0.0106478	0.00806053	0.00987504	0.0232798	0.00805521	0.00865498	0.00477194	0.00126684	0.00660921	0.0192872	0.0126001	0.0362075	0.036687	0.0116485	0.025962	0.0128424	0.0382553	0.00857723	0.0181153	0.0028587	0.00869798	0.0172836	0.00823362	0.00516407	0.003787	0.00657647	0.00690982	0.00166412	0.00854864	0.00318676	0.003999	0.00199781	0.00693148	0.017291	0.0029525	0.0214647	0.00913557	0.0176754	0.0135586	0.00902161	0.00432762	0.00536368	0.00887305	0.0121329	0.00137344	0.0109572	0.00729575	0.00639748	0.0192818	0.00326035	0.00198682	0.0094869	0.0104243	0.00929153	0.00652497	0.0159809	0.011862	0.0140688	0.00521512	0.34484	-1.08455	0.541676	1.09737	0.297418	0.339263	0.0642083	0.29911	0.1113997	0.06135526	0.2245609	0.4507698	20.89195	0.235306	-0.939974	-0.334078	0.430004	2.96106e-05	0.0184175	0.379064	3.60249
70	-1756.061	0	-1756.061	0.336586	2.880143	7.78048	7.82264	7.83413	7.99358	8.75745	8.02823	7.69318	7.85399	7.85399	8.18065	0	7.73186	7.78048	7.82264	7.83413	0	0	8.02823	7.78048	7.82264	0	0	0	8.02823	7.82941	0	0	0	0	7.78048	0.000386048	0.000645023	0.000693675	0.00177409	0.00134051	0.00267251	0.000641036	0.00234172	0.00579553	0.00190397	0.00541465	0.00214595	0.00384449	0.00171639	0.00235859	0.00300318	0.00307483	0.0126142	0.00274317	0.00346582	0.00175082	0.00398485	0.00200352	0.00308866	0.00515631	0.005531	0.00736453	0.00257082	0.00538905	0.00704794	0.00118817	0.00273051	0.00277338	0.00246717	0.00468593	0.00349935	0.00750461	0.00355177	0.00356322	0.00506925	0.00255709	0.0143217	0.0016251	0.003164	0.00384496	0.00613981	0.00362244	0.00562436	0.000500986	0.000986907	0.00539373	0.00105995	0.00113173	0.0151113	0.00126735	0.00133364	0.00338098	0.00227553	0.00172976	0.000460781	0.00356265	0.00542877	0.00272849	0.00393836	0.00476712	0.0063045	0.00194961	0.0032302	0.00152832	0.00203436	0.00175188	0.00234065	0.000758689	0.00106537	0.00298285	0.000135724	0.00213429	0.00653515	0.0017541	0.000575056	0.00207839	0.0030656	0.00249681	0.000467092	0.2786422	0.00138546	0.00231488	0.00248948	0.00636691	0.00481086	0.00959117	0.00230057	0.00840406	0.0207992	0.00683302	0.0194323	0.00770146	0.0137972	0.00615984	0.00846458	0.0107779	0.0110351	0.0452701	0.00984477	0.0124382	0.0062834	0.014301	0.0071903	0.0110847	0.0185051	0.0198498	0.02643	0.00922625	0.0193404	0.0252939	0.00426416	0.00979933	0.0099532	0.00885425	0.016817	0.0125586	0.0269328	0.0127467	0.0127878	0.0181927	0.00917695	0.051398	0.00583222	0.0113551	0.0137989	0.0220347	0.0130003	0.0201849	0.00179796	0.00354184	0.0193572	0.00380399	0.0040616	0.0542318	0.00454831	0.00478622	0.0121338	0.00816648	0.0062078	0.00165367	0.0127857	0.0194829	0.00979208	0.0141341	0.0171084	0.0226258	0.00699681	0.0115927	0.00548487	0.00730097	0.00628719	0.0084002	0.00272281	0.00382345	0.0107049	0.000487089	0.0076596	0.0234536	0.00629516	0.00206378	0.00745899	0.0110019	0.00896063	0.00167632	0.815167	-1.41802	-0.643065	0.901172	0.272956	0.314953	0.0718036	0.340288	0.3646074	0.01421532	0.694498	0.5467825	18.07054	0.76745	0.193936	-0.806025	2.0766	0.00552976	0.14881	0.764338	3.08132
